id,position,primary_keyword,role_family,experience_years,experience_bucket,english_level,english_score,skills,skill_count,interest_tags,cv_excerpt
35a5f606-4876-5e74-9f65-d4027b842bda,QA engineer,QA,qa_testing,2.0,junior_1_3,intermediate,3.0,ios;qa,2,,"1. Engaged in all testing phases of systems development life cycle (SDLC), creating test cases and planning project goals. 2. Creation acceptance tests for the application development process. 3. Manual testing of new features, regression testing of all implemented features. 4. Quality assurance of project goals and aims. 5. Cross-platform testing of a product. 6. Reporting bug issues. 7. Performing UI testing of different products. 8. Engaged in different types of data-based analysis. 9. Performing technical writing activities. 10. Applying test design techniques (Equivalence Partitioning, Bo"
6ed94aaf-d0f4-5c50-bf62-af3006ae903a,Java Software Engineer,Java,frontend,1.5,junior_1_3,intermediate,3.0,git;java;postgresql;react,4,,"I worked on several projects such as CRM and online shopping. On CRM system, i was responsible for creating CRUD and writing native Query for PostgreSQL. For this, i used JDBC, GIT, Maven on backend side. On online shopping, i worked on connect backend and frontend sides and integrate datas from postgres to frontend. I used HTML, React-redux and Queries on database side."
8a676663-678c-5250-bf71-b9be0ac00031,Manual QA Engineer,QA,mobile,2.0,junior_1_3,intermediate,3.0,android;api;qa,3,,"Participated in the project for the development of a VR attraction in the shopping center ""Nikolsky"" in Kharkov with the successful completion of the project for the opening of the shopping center. I worked in a company that develops lasertag hardware and software. I tested both the hardware part of the product and mobile application for setting up game scenarios. I also tested the mobile application of personal player statistics and tested the VR Lasertag project, which is a full-fledged simulator of playing laser tag in virtual reality with various PVP and PVE modes. Also, I have experience "
10319d23-5e5a-571e-84e1-158457d2f20e,Data Scientist,Data Science,machine_learning,4.0,mid_3_6,fluent,5.0,api;computer vision;machine learning;nlp;project management,5,,"ML/AI Engineer, 07/2020 to Current Softesis I had the opportunity to work extensively on AI tools for test automation, honing my skills in this specialized area. I developed and implemented production-level ML, NLP, and Computer Vision products, contributing to the advancement of automated testing processes. This involved leveraging cutting-edge technologies and algorithms to achieve efficient and accurate results. One of the key aspects of my work involved data extraction, cleaning, analysis, and presentation of large datasets. I utilized my expertise in data mining techniques to uncover valu"
e5693019-3fc6-5cb3-9f13-7c16e68da19c,Junior Project Manager,Project Manager,product_project,0.0,junior_0_1,fluent,5.0,product management;project management,2,,"Coursera specialization courses: - Introduction to Project Management Principles and Practices Specialization, University of California, Irvine (2020) -Software Product Management Specialization, University of Alberta AgileEngine/ Transvoyant, Data Quality Analyst (Kyiv) (May 2018 - Present) - Reporting on data accuracy and quality, both internal and external customers - Mentoring junior team members - Using Jira and Confluence for documentation and creation/tracking of tickets - Primary data validation of new customers' data, using databases for data quality analysis - Communicating updates a"
f2025a33-0c16-5f88-8acd-7c0b03645879,Java/C++ Backend Software Engineer,Java,backend,3.0,mid_3_6,fluent,5.0,java;jenkins;python;scrum,4,,"At Nokia I received an award for boosting employee morale and productivity. There many smaller accomplishments, see work experience. Nokia. Developed and refactored C++ applications for the integration testing system. Developed features (Python) enabling semi-automatic bug report handling for the product owners of the department. As a process facilitator (Scrum master), built a team and work-process for a new project (including work-process events like daily sync-ups, planning and retro sessions). For this I received an award. Facilitated meetings chairing and risk monitoring. JetBrains Resear"
c5fe1103-5420-5085-a2a2-0357e6ff58c1,junior Full Stack Web Developer,Ruby,fullstack,0.0,junior_0_1,intermediate,3.0,javascript;react;ruby,3,,Self-study Ruby on Rails with a mentor // 12.2020 - 08.2021 Courses beetroot academy: - Front-End // 09.2019 - 02.2020 - Advanced JavaScript (React/Redux React) // 02.2020 - 04.2020 I am looking for a vacancy with the possibility of combining with the main job at the initial stage
bb9161d3-5b5b-501b-8072-f1655c792570,Senior Software Engineer,Java,devops_cloud,11.0,senior_10_plus,fluent,5.0,aws;elasticsearch;java;python;spring,5,,"Designing and early level development for a custom python-like programming language for customer-defined operations for ""unsafe"" environment. Template cookie cutter for company ""simple"" AWS-driven ETL processes Creating and refactoring spark-based real-time mechanism for price computation, real-time high-load metric processing tool, aws dynamic EMR cluster management tool with auto scaling, elasticsearch real-time system plugin. I am a software engineer with ~10 year experience in enterprise with deep knowledge in object-oriented programming, JVM languages (+Spring), Python, high-load data pro"
06f30731-246e-5bd3-bb83-d0dfa1cb4f2b,QA Engineer,QA,data_analytics,2.5,junior_1_3,intermediate,3.0,agile;api;figma;python;qa;selenium;sql,7,,"Courses (training center ""QALight""): - Software testing (50 hours); - Practical SQL (32 hours); - Unix courses + Networking (30 hours); - Performance testing (6 hours); - Web Servers and Web Services Course (6 hours). Self-education: - HTML/CSS (Sololearn); - Test automation with Selenium and Python (stepik.org, in progress). After completing the preparatory courses (QALight), I worked as a manual QA engineer in two product companies: - ""Madgicx"" (Dec. 2021 - Oct. 2022) - online advertising company - ""BillLine"" (Jan. 2021 - Sep. 2021) - payment service provider Gained experience: - software de"
d55f43ef-409c-5bae-abec-8bbf5c92f90d,Product Designer,Design,design_ux,11.0,senior_10_plus,fluent,5.0,data analysis;ui/ux,2,,"More than 20 successful huge projects developed, plenty of them were fin.tech. One has risen $15M from Adressen & Horowitz 6 years ago, another did a $5M pre-seed round last autumn. Created several huge projects from scratch. Building teams and processes inside marketing and product teams. 2014 Young Lions semi finalist Innovative designer with 10+ years of experience is looking for product company to solve complex problems. Able to deeply understand business' and stakeholders' needs and constraints they operate under to deliver solutions that will be consistent with those needs. Work through "
c49e88a9-37dc-517d-9741-68877ba2be53,Scrum Master,Scrum Master,product_project,6.0,senior_6_10,fluent,5.0,figma;microservices;product management;project management;scrum,5,,"I heavily contributed to building from scratch a new Value Stream in the company I worked for (NDA). After two years of hard work, our products became well-recognised by the top companies on the market and demand for them grew exponentially. Engineers that never worked with each other, became very strong, mature, effective and self-organized teams that turned ideas into tangible outcomes quickly and with high quality. Certifications Professional Scrum Master™ I (PSM I) (April 2022) Professional Scrum Master™ II (PSM II) (August 2022) Recent project example: Banking Platform. A SaaS platform fo"
ef30012f-d22a-51e5-a24d-bb208f28c178,Project Manager,Project Manager,qa_testing,7.0,senior_6_10,fluent,5.0,project management;qa,2,,"Management of various projects (American, Asian, European clients - Global 500 ranking companies); business correspondence; conference calls; online meetings, webinars; linguistic team coordination; tasks evaluation, scheduling, assignment, registration, documenting, tracking; results assessment, correction processes; QA; testing - Adobe Acrobat, Illustrator, InDesign (software builds, emulation packages, screenshots); bug logging/fixing. Over 6 years of experience as a Project Manager (Translation & localization company, Kharkov, 2008-Present) Key Skills • Project management • Business corres"
9f483db5-12d7-5464-be33-e31d9ea6c57d,Backend Developer,PHP,backend,7.0,senior_6_10,intermediate,3.0,git;java;javascript;linux;mysql;node.js;php;rest;spring,9,,"Reduced server response time to 30ms, optimized and reduced db size in half. Working and developing RESTful services for last several years PHP, Symfony2 | Javascript, jQuery, KnockoutJS, QUnit, Jasmine | NodeJS, GruntJS, Express, Async | Java, Spring, Smartfox2, MyBatis, ActiveMQ, Protobuf, HBase| Gearman, ActiveMQ | MySQL, master-master replication | Git, Subversion | Linux, CentOS, RHEL best if project is related with offline business or hardware"
8e5535bb-8a6a-51b9-b304-a0831aeecb17,DevOps,DevOps,devops_cloud,9.0,senior_6_10,intermediate,3.0,aws;azure,2,,"• Wide experience in design and installation of local area networks and wireless networks, configuring different client and operator level equipment (Ubiquiti, MikroTik, D-Link, TP-Link, Cisco); • Experience in building corporate networks on Mikrotik equipment, D-Link L2 / L3, Ubiquiti, TPLink; • Providing external / internal security and NAT rules and restrictions with Firewall; Excellent guided in network protocols VLan, OSPF, VPN (PPPoE, PPtP), EOIP; Professional knowledge in operating Microsoft Windows / Mikrotik RouterOS systems; Experience in setting server roles: DHCP, DNS, VPN, RDP; • "
e85a9a56-5436-54c4-92de-575a348d0cd0,Content manager/Project Manager,Other,design_ux,9.0,senior_6_10,fluent,5.0,project management;ui/ux,2,leadership,"Nowadays, everything that surrounds us is moving to the Internet. Everything that you see on the webpage is my specialization. For seven years of experience as a content manager, I see the minor mistakes in the text, gaps in the size of the pictures, UI/UX issues, and bugs in the code. I worked with a team of managers and designers who, under my leadership, worked with the content to develop confident projects. Content Manager SEOBROTHERS 08/2020 - 01/2022, Full-cycle SEO and content marketing agency Achievements/Tasks Working with content Adding, editing content on the site Working in a team "
a97ac400-2055-5d89-a8aa-8684f345eb9b,Middle Data Analyst,Data Analyst,machine_learning,11.0,senior_10_plus,intermediate,3.0,machine learning;nlp;python;sql,4,,"With a career spanning 10 years in the data sector, I have worked for numerous companies within Azerbaijan. I bring to the table my advanced skills in Excel, SQL, and Python. In one of my notable roles at an insurance company, I developed a strong ability to create detailed reports using Excel and SQL. This experience gave me the opportunity to use data effectively and improve company performance. Additionally, lately I was involved in the ""Mirza"" NLP research project where my responsibilities included collection, cleaning, and preprocessing of textual data for the Machine Learning models, mai"
d1eaa6ba-cbe5-5a6e-b8be-0b48a43fdb2c,Front-End Developer,JavaScript,frontend,2.0,junior_1_3,fluent,5.0,javascript;qa;react,3,,"I worked as a FE dev for two companies, one of them was e-commerce Finnish project (www.bauhaus.fi, www.bauhaus.ee), another one a Ukrainian company delivering crypto-currency solutions (CPAY, CoinpriceList,YomiFinance). I've mainly used React/Next.js and its infrastructure, actively collaborated with designers, BE engineers, SEO-specialists, QA. Currently working as a part-time FE for Calaton Systems. Looking for a new full-time role to become a better version of myself speaking professionally ))"
60fea5ca-4979-5166-bb3c-63c387a0b378,Business Analyst,Business Analyst,data_analytics,2.0,junior_1_3,intermediate,3.0,api;rest;sql,3,,Designed the requirements specification for the third-party API integration to reduce the cost of orders. Initiated and drove the development of the automatic role- and workload-based task assignments for the insurance department. Launched a trigger-based message sending service with complex business conditions. Supported the development of a chat-bot implementation for client assistance. Coordinated changes in the web interface ERP-system module for the service process automation. Transformed the reports used to evaluate employee performance to get the necessary metrics more clearly. Business
1fa679fd-e557-577b-9c23-e71468cafba1,Full Stack Developer,PHP,fullstack,7.0,senior_6_10,intermediate,3.0,angular;java;javascript;laravel;mongodb;mysql;node.js;php;react;scrum;spring;sql,12,,"Full stack software developer with more than 7 years of experience in web technologies, micro services, front end and database management applied to the banking sector, e-learning, document management and business. SKILLS Web design: HTML5, CSS3, Bootstrap, Wordpress & Joomla. Software development: PHP( Laravel, Lumen, Codeigniter, Slim) Javascript (Angular, Jquery, Ajax, AngularJS, ReactJs) NodeJs (Sails Js, Express Js) C# (Entity Framework) Java (Spring, Hibernate) Database: Mysql, SQL Server, Oracle, Mongodb. Methodologies: Scrum LANGUAGES English: Good knowledge German: Good knowledge Span"
5aa1cede-5a4b-59d1-9212-fdf89b17bbff,Flutter Developer,Flutter,mobile,2.0,junior_1_3,intermediate,3.0,api;flutter;rest,3,,"MY IT-SKILLS: - Strong knowledge of Dart language, - Strong knowledge of Flutter - Knowledge of data structures, - Knowledge of asynchronous principles, - Knowledge of Stream API, - Knowledge of SOLID, design patterns, - Knowledge of Clean architecture principles. - Experience Firebase, REST and WebSocket clients, SQLite, noSQL (Hive), states management (BLoC and Provider). - Good knowledge of Flutter SDK, deep understanding of Widgets Trees, custom animations. - Intermediate English level"
5342417e-c6e3-54d6-9129-16e6638210c7,Senior Python Engineer,Python,devops_cloud,11.0,senior_10_plus,fluent,5.0,microservices;project management;python,3,,"15 years in IT on different positions (test engineer, test team lead, project manager, Software Development Engineer in test) 8 years using Python Interested in big data and cloud technologies, microservices Not interested in just testing"
c80506b5-fb7b-5d11-97ba-6541578292b0,Junior QA Engineer,QA,mobile,0.5,junior_0_1,intermediate,3.0,api;qa,2,,"I got experience on BitTech (Betamedia) project. Duration: December 2020 - present BitTech, long-term partner from Israeli hi-tech domain, designs and delivers multi-technology software systems for financial services industry as advanced and innovative B2B Forex solutions. My responsibilities were Functional testing, Web, mobile and CRM testing, regression and sanity testing, writing TC, requirements analysis, API testing, Localized testing, Performance testing, monitor reported issues, and verify when they are resolved. I used tools, such as Tools, IDE: CRM, Postman, JMeter, Jira, Confluence,"
779a1d4d-9243-5cbf-8ceb-dd14e24b2028,Product Manager Project Manager,Product Manager,product_project,11.0,senior_10_plus,fluent,5.0,product management;project management;scrum,3,,"3+ years of management experience; 10+ years IT industry experience; 3 successful projects for top companies; Management several teams of 4-7 engineers; Experience in communication with foreign customers and teams (Germany, Korea, India) Self-starter Product/Project manager with more than 10 years in IT. For that period I gained experience in development, project management, Digital Marketing. I'm seeking for a job in challenging work environment where I can utilize my gained expertise and skills efficiently. Coordinating project: Risk management, maintaine process, team forming. Tools: JIRA, "
ed474391-09ee-576d-ba22-1268be6c6dba,UI/UX Designer,Design,design_ux,6.0,senior_6_10,intermediate,3.0,blockchain;figma;ui/ux,3,,"I have experience in conducting competitor analysis. Brainstorming for new features ideas, based on competitor research, with designers in the team. Conducting user testing to find out usability of current functionality. Creating a design system, adding new elements, and adjusting the current. Collaborating with designers to find ways of design system’s improve. Domains where I have gained experience: HealthCare, Transportation/Logistic, Education, Construction, Blockchain, eCommerce As a designer, I want to grow in the direction of UX, cause I love to recognize user's true emotions while they"
3248ada6-8b83-5af9-b2d5-0505b26ad0db,Junior QA Engineer,QA,data_analytics,0.0,junior_0_1,intermediate,3.0,api;postgresql;qa;rest;sql,5,,"2 working MuleSoft projects: - actual prices for spare parts; - IP info bot. System Integration Internship in SoftServe. Tasks: - creating MuleSoft projects; - REST API; - creating and performing MUnit tests; - working with My SQL Server and PostgreSQL; - working with Postman, Advanced REST Client by MuleSoft, Swagger."
2cef3dac-5804-5003-a36c-e8ec64dacdb4,Software Product Manager,Product Manager,machine_learning,5.0,mid_3_6,fluent,5.0,machine learning;product management,2,,"- Greatly improved efficiency of sales process by introducing new product for machine learning technologies and HMI concepts visualization. - Increased DAU rate by over 90%. - Managed product development and pre-sale activities within German & North American business units. - Introduced a good standard benchmark on execution and delivery quality on a company level. Product Owner Maxitech // 02/2020 - 12/2020, Achievements/Tasks: - Remarkably improved release management standards and efficiency of achieving the sprint goals. - Introduced product road mapping techniques on a company level. - Lea"
576771cd-94f6-5a12-81b8-798165216c0f,"Full Stack Developer, Oracle PL/SQL",Python,fullstack,8.0,senior_6_10,intermediate,3.0,angular;api;aws;azure;django;flask;javascript;mongodb;node.js;postgresql;python;react;react native;rest;sql;typescript,16,,"My preferences in technologies for the future project: Front end: React.js./ React Native or Angular10+ Back End: Python / Node JS, Databases: Oracle / MSSQL / DynamoDB / MongoDB My work preferences and strengths : 1) I have deep knowledge of Oracle Database and PL/SQL programming. 2) I have deep knowledge of JavaScript. 3) I have deep knowledge of Python. 4) I have deep knowledge of React.js/React Native and Angular 2+ 5) I enjoy making high-quality UI with ReactJS or Angular2+ 6) I like working with cloud technologies such as Amazon or Azure. 7) I like developing REST API Web applications on"
c6563b4e-ed82-5ec2-83f3-769935cf511b,React Developer,JavaScript,frontend,0.5,junior_0_1,intermediate,3.0,git;javascript;react,3,,"Developed several web applications (for myself). One of them is a pizza ordering site, as well as a sneaker site, a movie site, and a Marvel comics site (you can view all of this on my github). He also developed an online store with hiking equipment. I have actively worked on several pet projects, which have allowed me to refine my skills in Front-end development. Additionally, I have had the opportunity to work on the Front-end part of client websites on a freelance basis, gaining valuable experience in dealing with real clients and project requirements."
bbc04570-5e0c-594b-a285-8b522cf0179d,Trainee/Junior Java developer,Java,backend,0.0,junior_0_1,intermediate,3.0,git;java;mysql;postgresql;spring,5,,"In programming courses, they performed various tasks on various topics. All examples of problem solving are available at github.com With great interest I solve problems on codewars.com. Currently reached level 6kyu Java programming course. Knowledge and understanding of OOP and SOLID principles. Experience with Github. Basic knowledge of working with MySQL and PostgreSQL databases, including using JDBC and JPA technology. Basic knowledge and some experience with Maven, Spring and Spring Boot. I want to become a highly qualified Java programmer, develop my skills and knowledge in programming."
cd1715bb-1f95-5cf9-867b-c6535cddb64c,"E-learning manager (English language), language trainer, translator (gambling, betting)",Other,qa_testing,11.0,senior_10_plus,fluent,5.0,qa;scrum,2,,"I am committed English trainer with big educational experience (10 + years in various IT companies). I have conducted corporate English classes, Business English classes, TOEFL preparation to the Developers, QA specialists, Scrum masters, Top managers. I have translated documents, sites and promo materials for various departments(marketing, product, HR, legal). I have been a language team lead(HR department branch) for the last 5 years, managed teachers of English and everything language-related(translation and interpretation wise). Worked both offline and online using Google classroom, Google"
e63f13b0-56ff-5b7e-a44f-4e9591b2f1e0,Senior/Lead Software Engineer,Java,devops_cloud,7.0,senior_6_10,fluent,5.0,gcp;java,2,,"I've given a few public talks, including a speech at a DDD-related conference in Amsterdam in 2020. I have vast experience with Domain-Driven design, software modelling, and architecture in general. My main big project was a Java DDD framework. Within the scope of that project, my team and I implemented several cloud-based products. My role was integrating with several 3d-party systems, including Google Cloud Platform and Apache Kafka and overseeing project infrastructure with tools such as Protobuf, Gradle and several CI solutions. My responsibilities also included conducting code reviews for"
1a9487a6-3f91-59ce-8245-87e68890a3e8,Junior PHP Developer(Codeigniter),PHP,backend,0.5,junior_0_1,fluent,5.0,git;javascript;mysql;php;sql,5,,"To be a good developer n be helpful for Company where i m working Knowledge-PHP, OOP, MVC, HTML, SQL, MySQl, WordPress, JavaScript, JQuery, CSS, ,Ajax. Framework-Codeigniter, Bootstrap. Version Controle System Git, i have great wish to work with good team."
760399be-0a50-5af2-999a-c74e10e6e7a4,Senior iOS Developer,iOS,mobile,5.0,mid_3_6,intermediate,3.0,api;git;ios;rest;swift,5,,"I'm a software engineer with over 5 years of experience in the software industry. I have worked with customers from the Netherlands, the USA, Germany, and others. I've participated in developing web applications in the international teams. Swift, Xcode, Git, REST API, CocoaPods, Autolayout, MVC, Multithreading, SOLID, JSON, Objective-C, CoreData, MVVM, Firebase, Jira, Alamofire, Design Patterns, Push Notifications, SwiftLint, Realm"
78942893-349a-5b1b-b3ae-b4c497386775,Product manager,Product Manager,product_project,3.0,mid_3_6,fluent,5.0,agile;product management,2,leadership,"1) Could help 100+ leukemia diseased kids via Cancel Cancer University project. Got first place as project of the year for it. 2) Could get high renewal rate during my presence at PASHA Insurance. I was fully responsible for all decisions & strategy organization for it. 3) Doubled my partner's sales at Azercell since July 2021. Completed my annual KPI's in October. 4) Got 2000+ users register for my business project: blazegaming, with small SM budget (~2000$). 5) Could get Digerati monthly Product Line from 1 product/month up to 20+ products/months in couple months. 6) re-organized Product Por"
98eaa22a-e3b0-5bdf-8740-9e110c73a308,Head of Product,Product Manager,machine_learning,7.0,senior_6_10,fluent,5.0,machine learning;product management;python;sql,4,,"Knowledge of financial modeling/valuation and common programming tools (MS Excel, R, Python, Bloomberg; pro knowledge of SQL, VBA, C++). Relevant coursework: Corporate Finance, Investment Analysis, Asset Pricing, Derivatives, Fixed Income, Advanced Macroeconomics, Advanced Econometrics (incl. Time Series and Financial Econometrics), Theory of Probability and Statistics, Stochastic Calculus, Big Data & Machine Learning in Python, Numerical Methods for Finance Using R. GPA: 7.11 / 10. 7+ years experience in finance and investment product management and global capital markets."
5345277a-3402-5fa3-8e76-08fb08f3cb68,UX/UI Designer,Design,design_ux,0.5,junior_0_1,intermediate,3.0,figma;ui/ux,2,,"I am a result-oriented UI/UX designer and i have 8 month experience. I am dedicated to delivering top-notch designs that meet both user and business needs. I have a keen eye for detail and a strong ability to communicate effectively with stakeholders, making me a valuable asset to any design team. I am passionate about UX/UI design and i would like to fully dedicate myself to this field. I am excited to continue growing my career in the field of UI/UX design and can't wait to contribute my skills to a team and make a meaningful impact. HARD SKILLS: User interface User experience Interaction de"
f2e31d3f-a431-525e-a6a4-aada5373b6dc,Junior c++ Developer,C++,data_analytics,0.0,junior_0_1,intermediate,3.0,api;linux;python,3,gaming;remote,"Have the pet project of the game engine for Vulkan API learning. The current realized features are the rendering of a game world of multiple objects with different meshes and textures, which can be created, deleted or transformed dynamically using a python script. Key skills: C, C++ (with 11/14/17 standards features, STL), Python, Qt, Linux Currently learning Vulkan API. Have experience with Assembler (MASM, TASM), JNI, SQLite, Boost library, networking development (boost::asio), WinAPI, cross-platform development (Win/MSVC, Linux/Qt Creator), Unix (POSIX) development, writing software rasteri"
394ab308-64a6-513b-8dc4-6cf6c8cb9182,SalesForce Admin/Consultant,Salesforce,qa_testing,1.0,junior_1_3,fluent,5.0,android;api;ci/cd;docker;git;ios;java;jenkins;linux;python;qa;rest;selenium;sql,14,,"Improved Salesforce configuration. Implemented Quality Assurance process from the scratch. Also I succeeded to improve Customer Success Management in the Company on a higher level. Later on I was delegated a responsibility of a Customer I helped to my Company to hire 3 new team mates that are very successful now. Good experience in communication with the clients from different countries and regions. Hi there, I'm Salesforce admin with 1 year of experience and 6+ years of IT experience as QA engineer. I also have passed SalesForce Associate exam and preparing for SalesForce Admin certification."
5960ea10-cdb8-5d1c-9d13-863b9aaa3ba3,Frontend/Fullstack developer,JavaScript,fullstack,0.5,junior_0_1,intermediate,3.0,api;javascript;php;react;react native,5,,"I'm had create bash/php scripts, such as parsers, scripts for billing, L2/L3 hardware management scripts and other usefull stuff, for local ISP. Scripts has been integrated with couterparty API(payment systems, bank, etc). Also I had created official site of that ISP and media-catalog too as a part of team. Currently the websites and ISP is shutdown for well-known saddly reason. Have expirience with vanilla JS and React. I had worked a little with React Native in my pet projects. Outstaff developer at local ISP. Freelance. I am expecting for an interesting tasks which take me opportunity for m"
3338fbd7-20d9-5d97-840f-936d909046e0,Frontend Developer,JavaScript,frontend,0.0,junior_0_1,intermediate,3.0,figma;javascript,2,,"I have no commercial experience, but you can take a look at my pet projects: - Travel company : this is my first pet project, it was created on the basis of a layout from Figma, I used BEM technology for a high-quality site structure, as well as CSS pseudo-classes and pseudo-elements"
0c062883-e286-5be8-a699-a01962178273,QA Lead,QA,qa_testing,2.0,junior_1_3,intermediate,3.0,agile;git;qa;scrum;sql,5,,"Highly motivated person. Knowledge of industry QA methodologies and the Software Development Life Cycle (SDLC) Have a capability to work in stressful environment. Aspire to master the skills of software testing. Theoretical knowledge in QA/QC: — SDLC, models and methodologies of SDLC (Waterfall, V-model, Scrum/Agile); — bug`s life cycle; — roles and activities in project team; — test case design and maintenance; — testing techniques: equivalence partitioning, boundary values, positive/negative tests, errors guessing, — testing types (functional, non – functional, security, localization, compat"
40919599-8a7b-5503-a38e-747f74a6ae49,Project Manager,Project Manager,product_project,7.0,senior_6_10,intermediate,3.0,project management;scrum,2,,"Management of two different teams, solving of all difficult questions Project manager (apr.2015 - present) - Opened two different offices from scratch (found the buildings, hired employees, organised all processes). - Experience in dealing with two teams - 9 and 9 people. - Daily management and control of all aspects. - Working with documentation. - Working with customers and deadlines. - Solving of conflict situations. Project manager (jun. 2014 - apr. 2015) - Experience in maintaining project documentation: from the start of the project to its finish - Working with team deadlines - Experienc"
